sample_id,fold_id,patch_index,source_image_relative_path,source_image_array_sha256,patch_shape,patch_dtype,canonical_patch_sha256,perceptual_average_hash,perceptual_hash_size
pannuke-fold-1-patch-000010,1,10,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,f00730c299e28bf72d5ee7dc0761735a103c472f6d5370083bdc1e4d8cfa5df4,7c4c000c5e3f1f67,8
pannuke-fold-1-patch-000011,1,11,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,02e33f4e4bbfc9705079d1de41dcecc19f2a1a3f8e712bd65b37aa2cb5155b11,b17a39195c79b180,8
pannuke-fold-1-patch-000012,1,12,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,1d63aaf2ea30e55d96dcfd2ba294ba56ef371af1668bf48720b1fd9aa2210da2,18a0f2e80fc878b8,8
pannuke-fold-1-patch-000013,1,13,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,48381171133e31849f19a64fc465cda72891cac186da09255851d4e0a1662e91,0c0183177c6b0edc,8
pannuke-fold-1-patch-000014,1,14,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,024bb1835b330cf83fc8ab81576585e9ae84e3a5946100cecdfa2e86f1bb952a,02fcf244143e3f0b,8
pannuke-fold-1-patch-000015,1,15,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,e3dce202ef78be9735aae4353c283fc30972607dc0c4b076b31d9e293d5e7004,2021fb9396b79eb8,8
pannuke-fold-1-patch-000016,1,16,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,ce21f4e2abf42ae556ff38ee8eea0ab2e7f851e734231fc55f3c9bf3f0db88bd,f0fee7b37078793f,8
pannuke-fold-1-patch-000017,1,17,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,0bdbbcf62d8bc66af9e51cb7c2a160af3986df07b042cd7097e52b95caa6f749,0f0787674c8f8b3b,8
pannuke-fold-1-patch-000018,1,18,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,7bc1d2302fe0d846ed10f7bea2f661f1f9f5a5e5138c803a732f0408876300a7,fefbfffdd6c38000,8
pannuke-fold-1-patch-000019,1,19,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,68740701262aa7fa36d5d13b499d1dba20f8016680749a6388969e9b0661a847,fff7e6f3623c646e,8
pannuke-fold-1-patch-000020,1,20,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,7e13227b288ff2b622ef856add395936522a15d14730b01d2da417411424870a,3d3d2d2f3e6d270f,8
pannuke-fold-1-patch-000021,1,21,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,e1e2d6c8f83216a89d0ae31471ba2339a48652dc4284a7d2042357a695279486,a631311c9c7fffff,8
pannuke-fold-1-patch-000022,1,22,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,4dbc815f32fceb7bc1af36d5d665b363aadab74d32903388e61786f2d9c44cf6,7e7f5f3217078ce6,8
pannuke-fold-1-patch-000023,1,23,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,b36bf713284e6bfdc4f1162d9c1c9ceb7a7292b61933dfad2881f30d42fb1c1d,e1c3f399ec678086,8
pannuke-fold-1-patch-000024,1,24,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,e68951bfc1cfdb73caccf25ee30787875c500211a90ae32f3f08d8ec720b21cf,e6c193879f36a389,8
pannuke-fold-1-patch-000025,1,25,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,cf7c64802a15fb18e85bae755eafccc20e4cbebabc345d8c2c3621ddf00bfbf0,808acce14f1bbffe,8
pannuke-fold-1-patch-000026,1,26,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,b57e21e7ea94955251586c3a86c431988008f61cb7e563d5d449bbe8fab4cd5c,dfffdf431302c3c3,8
pannuke-fold-1-patch-000027,1,27,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,2ffb15e0e971e98a7363d842824d076b04c447fa34177620d6ad174bd867d9d9,3f3f7e1e18f96f30,8
pannuke-fold-1-patch-000028,1,28,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,ed9637af1faeee6ae4b1c9ea675ee57a071db5514595a08ea4ef9795217a62b5,c3ffe7c7c781e41c,8
pannuke-fold-1-patch-000029,1,29,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,54fc05f0a94ea3b55102adb9c3d1afdc19b3b4d7437f88276f098a6ca399523c,38dceec3411cbcf9,8
pannuke-fold-1-patch-000030,1,30,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,99e87e346f066db2a67f98fd93bb49ad5a694a605be8ac2b5c368afbd0d6e727,c9c747c742763603,8
pannuke-fold-1-patch-000031,1,31,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,215316918219595335b219d6b6984fb6a9de125cc331dbbfe3c1e73add4a8d3f,7ffe996a20184fc3,8
pannuke-fold-1-patch-000032,1,32,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,6b0bba6bb932a03a16b39ca182efa8a836aed77f0a1212310d1db208bbc06ae2,c7d76b1f0ff2a206,8
pannuke-fold-1-patch-000033,1,33,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,1422af4fcb03ce65ede1b61a793b4f109d4af665dad9dbf0fa3e484accf7cffe,f2feb9c90180e0e8,8
pannuke-fold-1-patch-000034,1,34,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,3318fa3c36d35d953e4f3e53275bc6e12efbbba97edf88111f4b8fb0a8355f21,92b0ec4fefaf2c20,8
pannuke-fold-1-patch-000035,1,35,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,b47ce57f49c96f32cd4e4f6f01883f9012e3135b861a02fc09847277aabc756f,c0e0c0f3fffc7f90,8
pannuke-fold-1-patch-000036,1,36,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,11861e48e1d419fbd913bfc91e639b98e5b88f3fd669469a7295839610a50f13,01e3e040b733bafd,8
pannuke-fold-1-patch-000037,1,37,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,c4f1f4cc48fb400dade3b37bfac6bd234adba11a3d924c3f73c4507f7c320bba,9e9ed6448c430e19,8
pannuke-fold-1-patch-000038,1,38,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,a9cb333f89f1c0b1ec42ef4f1dcfafe4fdc4afdd4fe270f3d16fb8d1a9b835c9,585074e1e301e7fb,8
pannuke-fold-1-patch-000039,1,39,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,230bb4348bd385db5b2cdbe0493405d9643e6f2abec762fe9998c8615e3f27f8,e1a434b0b19ffef4,8
pannuke-fold-1-patch-000040,1,40,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,c71a53f8bd0c864574070ff53f50c1d3ad9ade385f33f63a94f130155bb4eb86,50f0b0f0f13134b0,8
pannuke-fold-1-patch-000041,1,41,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,ae609848aab0ca1c9265969779847c55d996e62cf32898f5f4acfd626ed80d96,f1f0f0117a5f0979,8
pannuke-fold-1-patch-000042,1,42,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,d3fa715d4c4a0d87177b06e19e729875e9de0b3db5f79a74293f172d317d3471,f4fc286b4bf3431b,8
pannuke-fold-1-patch-000043,1,43,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,879d2ca6d17379e17bacaeaa8e86f6d266ebc0d77b254ce1de97477fd452fca6,e7af15101ffa3b2f,8
pannuke-fold-1-patch-000044,1,44,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,f01c9cfbee9e2ad5f4218e9267e3cf4b076cd2f380f83f95390d3bf276d566a9,9adcc0f766cfe383,8
pannuke-fold-1-patch-000045,1,45,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,c19ea8ec0520574db4e2f7e19bcad4fc3206a08f5f37ed1b11f1e70aa38116af,ffddcc8979ffc587,8
pannuke-fold-1-patch-000046,1,46,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,741ae067944e046bf5f0d057ff9053085e580cd0759da6c1ac6fb8d5f5033ef1,1363ef5e6f477468,8
pannuke-fold-1-patch-000047,1,47,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,2f13cbcdd779c27e5002c45a45946a7c96eb7d77fd641a10b3acf615b3d72a58,fcedfb490b0fec0f,8
pannuke-fold-1-patch-000048,1,48,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,8d4b79951ea2b3c9e855f030a180fb9b9ae5abd27ca7079bcdd0545a1eb13d0f,58497f65471f3ffb,8
pannuke-fold-1-patch-000049,1,49,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,2f9357a9402a8ac087c40abf1b94513760cc4c9dab863ff35d8d4daeb9a9bcf7,dfffff7f2301c1e6,8
pannuke-fold-1-patch-000050,1,50,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,67dee30da8f7920768adcedffadd02f291ffc65df0cf8a28243510155283bfb8,ffc7c108b6fdffff,8
pannuke-fold-1-patch-000051,1,51,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,4c045ed2fb8a64638f5fb944fdbb07812eb97cf3013cff8dadd58cb4691ded8c,ff8f03c3e3e1e1e0,8
pannuke-fold-1-patch-000052,1,52,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,54d4bbe70acb403739e073971fbfaef40adccddc52a3e6c6e342cc29b915e315,e0e0f0fcfeffff1f,8
pannuke-fold-1-patch-000053,1,53,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,a7662ab1e98742b605176938afb6341f7599928d2c55e71608d6b2c36512738f,e3e9e0f0b800088c,8
pannuke-fold-1-patch-000054,1,54,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,07ea9a5f4eafc6eec62c3281518ba8d0fd9453e2c6dd213e7dedc2dd0543cbec,0ff3fbfcfc7c1c0e,8
pannuke-fold-1-patch-000055,1,55,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,28014f31273e5f2724c00ce73a99a9a9c81920de8274a74d41c7be05edc07c6c,80f0b8903e9edefc,8
pannuke-fold-1-patch-000056,1,56,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,e46fb370bde4d2003280bfc44a5baaa9e7cfb49f4dc00863cb87ab702f1d54eb,cf4f79a7b3399087,8
pannuke-fold-1-patch-000057,1,57,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,0ea7a85c22f05d47bb1c247649522a1498eb4bf818945108741ee8a84773c75f,e1c31f1c5efedf9f,8
pannuke-fold-1-patch-000058,1,58,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,5c4c5a79d4855e5e315f4e39999e76f19a1ec3acb45089802772251a9c149119,66fffffcf09a4a00,8
pannuke-fold-1-patch-000059,1,59,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,0190995aee3a9483619995e8649099d466d9e5a56dc83981a7a144595ebf7131,2408fcfbb1d1ffff,8
pannuke-fold-1-patch-000060,1,60,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,15f0f5afcaf9b0491a549f307d65347e852a2606d792ac7eaa164827d11bb08f,1c0888bcf9ffdff2,8
pannuke-fold-1-patch-000061,1,61,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,9e3c2ffcdbe7e9bc5e5c8c5322114c3326a07241d91a9f352204e382ba663adc,12078f3fdfbc1c5c,8
pannuke-fold-1-patch-000062,1,62,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,b200ef695b686d81557a6709493e61fe7483b110239e5a6ede7aee9f3d282bd8,3ff8f9ff7c3838e4,8
pannuke-fold-1-patch-000063,1,63,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,19efcbd0a661f1d246323e8db137e042277510d156990595d709c3ec6e6b0c90,e9cbf7fff0f0f039,8
pannuke-fold-1-patch-000064,1,64,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,e87e22a60e9ecee64ee07f3ff997b9f1ef400524764cb942cc85e5bc22ebd15d,fff33d1701a0f0e8,8
pannuke-fold-1-patch-000065,1,65,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,9004261abd6e3c6f616645246079d0aee52b5d80b8da94c5c0f7f892cb4539fd,00438bbdfffbf3c0,8
pannuke-fold-1-patch-000066,1,66,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,ff93f00f8f5f071672bf4d514ca18354c0404a7aa05e4a7374a82e06fdf83536,71fdff8701450bc7,8
pannuke-fold-1-patch-000067,1,67,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,f06d3678a4cdf2c37b414c8ee49ff8ab498f3aa8fce9e5b6a09d92e26c166ad3,e96062068237fbfe,8
pannuke-fold-1-patch-000068,1,68,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,21e26e0e8e1240c7df947032438d8e97c93d418bed8ce3d09456483fa098f51a,ba3ff63c3079ba16,8
pannuke-fold-1-patch-000069,1,69,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,f6450da08ebb0ddf54ed66e59af255a528a269d4242a4c9a175fd7223f106e92,fefe6474dc9c9cfc,8
pannuke-fold-1-patch-000070,1,70,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,37f5934104db245bab07076aa9ed20e6501dcb3d153287d6a5532e5e7a37867c,8affff7f373c38d8,8
pannuke-fold-1-patch-000071,1,71,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,7068f7c705508e41d394fe76da602ecca214974433f5d0d9220bdf9469078446,e3e1b03fbbfb1f99,8
pannuke-fold-1-patch-000072,1,72,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,a354cea34c79bb7a064d69a5575d41dd27e164c4d1caf3b311c44e17f3ef6de6,674607470783c70f,8
pannuke-fold-1-patch-000073,1,73,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,d19c1cf349894a8df1fb1edf62eee58aed0d22230ec4440ad5ec26da9e0de848,e6c79eff7ffe9c89,8
pannuke-fold-1-patch-000074,1,74,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,a970d376811f7e91c42b84196ddb67f89db4d031d81c8be1cffc1e397a5b0c8b,d9e9e5f1bfef2d31,8
pannuke-fold-1-patch-000075,1,75,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,b0dc55575f961fa4a5f8917e0b12a3886592ece0aafd9b8a2527c333691e139c,d94f0e0021f87f5f,8
pannuke-fold-1-patch-000076,1,76,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,bc4f4cd53b0110c5e4f406f0cb7efc67d4c569e6a97abd62ebc0aa78a19e70c9,7efe1f84e02f5f1f,8
pannuke-fold-1-patch-000077,1,77,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,02815a80a21a84d0ce9080f17293fae7e734849ad05ba7b1de90efa698944112,fce8e4f1e3ee3ea4,8
pannuke-fold-1-patch-000078,1,78,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,bb95c54746a6c83807f1b01537efa37e1805fa187f53809f37652c8183732272,7f78ec47d9c04166,8
pannuke-fold-1-patch-000079,1,79,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,25c1587746d2f264943338849df81f082a32002cf6fd4f692826834d0f86eaee,40f0fafcd818c7c3,8
pannuke-fold-1-patch-000080,1,80,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,44ed44a3972e4477b1fa35e026bb3b4f8989c80bc14d774489f7395fd9997e17,c0e07575ff7f3e3c,8
pannuke-fold-1-patch-000081,1,81,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,9182ed3881a6a79565f02975b8665b2fac1272c27898730748f690b408ee27a9,c4cc6ff4dbc3e7e2,8
pannuke-fold-1-patch-000082,1,82,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,672863c87091c4b7f32847c98d255a5b5468a5c32364afd61c4fcd0fe4f9b971,3e3f1f0f1f1d1d8e,8
pannuke-fold-1-patch-000083,1,83,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,bcb8d44bff9dd81988f4a6c20ec678e44573e3a46f7cb1941ff6cd975743c989,0f83e0c0f1ffffbf,8
pannuke-fold-1-patch-000084,1,84,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,c87f5fe155c65b8fd3e1d51b3b03a942b22542c0602e908f9e842a29d55e40fc,fb8e86c71efce8b1,8
pannuke-fold-1-patch-000085,1,85,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,a99ff5ded3987527d57b1af03a238186bbbf7b4f238438a9b6ad5fce4ee39bb6,e1dffff11292a0cf,8
pannuke-fold-1-patch-000086,1,86,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,08d4f4b2854efcbfa5b82e06a9f6c0aba1f39db6e684bc93b3c6e23609e4fb0d,c28030336367ae9d,8
pannuke-fold-1-patch-000087,1,87,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,01290038d9b4fa38afa94079138cb2cf1b7077a354d5786a28ca8736d4edee0b,febfff197f336064,8
pannuke-fold-1-patch-000088,1,88,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,0570f268f823f758de8acad204b5230cb05aebf89a24c840cd6523ebe2e89ac1,e0f91fdffcf0494b,8
pannuke-fold-1-patch-000089,1,89,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,5cc59f9309f6a621f726ab30d907d390e8491b00bf3edc4cbd765716bab00e30,56efff7f3b14107b,8
pannuke-fold-1-patch-000090,1,90,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,31267e288c18e8e5cc014fa00cfa464788e64c9c26a5dee2720b398e893607e1,009130feff10d1c9,8
pannuke-fold-1-patch-000091,1,91,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,c76fa06f14b3f383f093abdb0699f22a1fccfeaff9d1375ce86c2cb925b2bd82,63ffdf8f5f4cc0e6,8
pannuke-fold-1-patch-000092,1,92,Fold 1/images/fold1/images.npy,32b7de139650ecc07907072cb2cc45de69cd5e51b8252bd69eff271554ec324b,"[256,256,3]",<f8,1653393984823ddc8fa194e6374ab03fdb7e16b25ec56d7e7bb6671c5b8f9294,fffff3810c29033f,8
