fold_id,patch_index,instance_id,class_indices,class_names,class_count,touches_cross_class_overlap,same_id_spatial_overlap_pixels_all_listed_classes
1,2642,84,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2642,86,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2642,102,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2642,143,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2642,180,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2643,73,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
1,2643,172,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2643,214,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
1,2645,16,0;2,neoplastic;connective_soft_tissue,2,False,0
1,2645,35,0;2,neoplastic;connective_soft_tissue,2,False,0
1,2646,25,0;3,neoplastic;dead,2,False,0
1,2646,26,0;3,neoplastic;dead,2,False,0
1,2649,17,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2649,71,0;2,neoplastic;connective_soft_tissue,2,False,0
1,2649,99,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2649,124,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2649,129,0;2,neoplastic;connective_soft_tissue,2,False,0
1,2649,144,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2649,154,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2649,164,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2649,178,0;1,neoplastic;inflammatory,2,False,0
1,2650,24,0;2,neoplastic;connective_soft_tissue,2,False,0
1,2650,45,0;2,neoplastic;connective_soft_tissue,2,False,0
1,2650,71,0;1,neoplastic;inflammatory,2,False,0
1,2650,77,0;2,neoplastic;connective_soft_tissue,2,False,0
1,2650,145,0;2,neoplastic;connective_soft_tissue,2,False,0
1,2650,196,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2651,62,0;2,neoplastic;connective_soft_tissue,2,False,0
1,2651,116,0;2,neoplastic;connective_soft_tissue,2,False,0
1,2651,216,0;2,neoplastic;connective_soft_tissue,2,False,0
1,2652,53,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2652,67,0;1,neoplastic;inflammatory,2,False,0
1,2652,73,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2652,159,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2652,176,0;2,neoplastic;connective_soft_tissue,2,False,0
1,2652,198,1;2,inflammatory;connective_soft_tissue,2,False,0
1,2652,206,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1295,50,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
2,1295,117,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
2,1296,27,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
2,1296,122,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
2,1296,181,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
2,1296,203,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
2,1298,101,0;3,neoplastic;dead,2,False,0
2,1298,391,0;3,neoplastic;dead,2,False,0
2,1299,1,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1299,5,0;1;2,neoplastic;inflammatory;connective_soft_tissue,3,False,0
2,1299,8,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1299,20,0;2,neoplastic;connective_soft_tissue,2,False,0
2,1301,19,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
2,1302,151,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1302,169,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1302,199,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1302,264,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1302,359,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1304,4,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1304,38,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1304,159,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1304,238,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1304,336,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1304,387,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1304,438,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1304,593,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1307,3,0;2,neoplastic;connective_soft_tissue,2,False,0
2,1307,31,0;2,neoplastic;connective_soft_tissue,2,False,0
2,1307,33,0;2,neoplastic;connective_soft_tissue,2,False,0
2,1307,44,0;2,neoplastic;connective_soft_tissue,2,False,0
2,1307,50,0;2,neoplastic;connective_soft_tissue,2,False,0
2,1307,53,0;1,neoplastic;inflammatory,2,False,0
2,1307,104,0;2,neoplastic;connective_soft_tissue,2,False,0
2,1307,167,0;2,neoplastic;connective_soft_tissue,2,False,0
2,1308,4,0;2,neoplastic;connective_soft_tissue,2,False,0
2,1308,8,0;2,neoplastic;connective_soft_tissue,2,False,0
2,1313,52,0;2,neoplastic;connective_soft_tissue,2,False,0
2,1319,17,1;2,inflammatory;connective_soft_tissue,2,False,0
2,1319,63,0;1,neoplastic;inflammatory,2,False,0
2,1321,108,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2432,79,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
2,2432,235,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
2,2433,120,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
2,2433,174,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
2,2433,198,1;2;4,inflammatory;connective_soft_tissue;non_neoplastic_epithelial,3,False,0
2,2433,207,1;2;4,inflammatory;connective_soft_tissue;non_neoplastic_epithelial,3,False,0
2,2433,211,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
2,2433,230,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
2,2433,244,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2433,326,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
2,2434,123,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2434,183,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2448,34,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2453,3,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2453,21,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2456,30,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2456,33,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2458,34,0;1,neoplastic;inflammatory,2,False,0
2,2459,143,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2459,195,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2460,132,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2460,213,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2464,10,0;3,neoplastic;dead,2,False,0
2,2465,106,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2465,107,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2465,129,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2465,171,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2465,175,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2467,5,0;3,neoplastic;dead,2,False,0
2,2469,93,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2469,95,0;1,neoplastic;inflammatory,2,False,0
2,2469,129,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2469,162,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2469,249,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2469,254,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2469,273,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2470,2,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2470,7,0;1,neoplastic;inflammatory,2,False,0
2,2470,25,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2470,221,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2473,6,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
2,2479,8,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2480,157,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2482,3,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2483,242,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2484,39,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2484,293,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2486,131,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2486,386,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2487,96,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2487,97,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2487,175,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2487,179,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2487,225,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2487,339,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2487,440,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2489,41,0;1,neoplastic;inflammatory,2,False,0
2,2491,13,0;1,neoplastic;inflammatory,2,False,0
2,2491,33,0;1,neoplastic;inflammatory,2,False,0
2,2492,9,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2493,5,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2507,101,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2513,29,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
2,2514,1,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2514,52,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2514,87,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2514,109,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
2,2514,115,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2514,128,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2514,140,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2514,173,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
2,2514,181,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2514,184,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2514,213,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
2,2514,230,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
2,2514,246,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
2,2515,42,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2515,59,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
2,2515,89,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
2,2515,101,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
2,2515,108,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
2,2515,126,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2516,20,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2516,32,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2517,2,0;1,neoplastic;inflammatory,2,False,0
2,2517,8,0;1,neoplastic;inflammatory,2,False,0
2,2518,41,0;3,neoplastic;dead,2,False,0
2,2518,42,0;3,neoplastic;dead,2,False,0
2,2519,8,0;1,neoplastic;inflammatory,2,False,0
2,2519,42,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2519,48,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2519,102,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2519,109,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2519,155,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2519,171,0;1,neoplastic;inflammatory,2,False,0
2,2519,193,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2519,200,0;1,neoplastic;inflammatory,2,False,0
2,2519,203,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2519,208,0;1,neoplastic;inflammatory,2,False,0
2,2519,212,0;2,neoplastic;connective_soft_tissue,2,False,0
2,2521,24,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2521,91,1;2,inflammatory;connective_soft_tissue,2,False,0
2,2521,230,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1350,13,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,1350,23,1;2;4,inflammatory;connective_soft_tissue;non_neoplastic_epithelial,3,False,0
3,1350,77,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,1350,93,1;2;4,inflammatory;connective_soft_tissue;non_neoplastic_epithelial,3,False,0
3,1350,104,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1350,112,1;2;4,inflammatory;connective_soft_tissue;non_neoplastic_epithelial,3,False,0
3,1350,127,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,1350,132,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1350,147,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,1350,150,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1351,69,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,1351,88,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,1352,40,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1352,42,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1352,54,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1352,94,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1352,110,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,1352,145,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,1352,158,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,1352,160,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1352,161,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,1352,162,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1352,174,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1353,25,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,1353,115,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,1353,238,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,1353,260,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,1356,4,0;1;2,neoplastic;inflammatory;connective_soft_tissue,3,False,0
3,1357,85,0;3,neoplastic;dead,2,False,0
3,1357,154,0;3,neoplastic;dead,2,False,0
3,1357,185,0;3,neoplastic;dead,2,False,0
3,1357,236,0;3,neoplastic;dead,2,False,0
3,1357,316,0;3,neoplastic;dead,2,False,0
3,1357,376,0;3,neoplastic;dead,2,False,0
3,1358,18,0;3,neoplastic;dead,2,False,0
3,1358,398,0;3,neoplastic;dead,2,False,0
3,1360,15,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1360,18,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,1360,35,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,1360,46,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1360,52,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,1360,54,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,1360,56,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,1360,59,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1360,61,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1360,62,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,1360,82,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,1360,87,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,1362,4,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1362,69,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,1362,72,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,1363,47,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1363,102,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,1365,147,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1365,287,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1365,379,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1365,443,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1365,535,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1368,15,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1368,29,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1368,45,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1368,69,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1368,87,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1369,57,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1369,60,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1369,76,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1369,149,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1370,18,0;1,neoplastic;inflammatory,2,False,0
3,1370,42,0;1,neoplastic;inflammatory,2,False,0
3,1370,49,0;1,neoplastic;inflammatory,2,False,0
3,1370,57,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1370,63,0;1,neoplastic;inflammatory,2,False,0
3,1370,140,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1370,164,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1370,195,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1371,99,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1374,1,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1381,8,0;3,neoplastic;dead,2,False,0
3,1381,10,0;3,neoplastic;dead,2,False,0
3,1381,20,0;3,neoplastic;dead,2,False,0
3,1382,6,0;1;2,neoplastic;inflammatory;connective_soft_tissue,3,False,0
3,1382,15,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1382,56,0;1,neoplastic;inflammatory,2,False,0
3,1382,186,0;1,neoplastic;inflammatory,2,False,0
3,1383,2,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1383,5,0;1,neoplastic;inflammatory,2,False,0
3,1383,77,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1383,126,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1384,29,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1384,31,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1384,134,0;2,neoplastic;connective_soft_tissue,2,False,0
3,1386,20,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1386,87,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1388,48,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1390,8,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1390,17,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1396,95,1;2,inflammatory;connective_soft_tissue,2,False,0
3,1397,53,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2634,15,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,2634,36,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2634,44,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,2634,77,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,2634,169,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2634,170,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2634,217,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,2635,11,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2635,164,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,2644,28,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2647,17,0;1,neoplastic;inflammatory,2,False,0
3,2647,19,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2647,58,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2647,133,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2648,14,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2650,17,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2659,19,0;1,neoplastic;inflammatory,2,False,0
3,2662,14,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2662,37,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2662,41,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2662,206,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2663,252,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2664,35,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2664,61,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2664,75,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2664,257,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2665,167,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2665,218,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2666,49,0;1,neoplastic;inflammatory,2,False,0
3,2666,63,0;1,neoplastic;inflammatory,2,False,0
3,2666,197,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2667,34,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,2667,42,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
