fold_id,patch_index,cross_class_overlap_pixels,positive_background_pixels,background_only_pixels,positive_only_pixels,all_zero_pixels,void_pixels,background_complement_mismatch_pixels,affected_instance_keys,affected_class_count,affected_class_indices,cross_channel_duplicate_instance_ids
1,48,0,0,62808,2728,0,0,0,0,0,,0
1,49,0,0,55388,10148,0,0,0,0,0,,0
1,50,0,0,59746,5790,0,0,0,0,0,,0
1,51,0,0,58349,7187,0,0,0,0,0,,0
1,52,0,0,62313,3223,0,0,0,0,0,,0
1,53,0,0,43780,21756,0,0,0,0,0,,0
1,54,0,0,61899,3637,0,0,0,0,0,,0
1,55,0,0,55401,10135,0,0,0,0,0,,0
1,56,0,0,58956,6580,0,0,0,0,0,,0
1,57,0,0,59748,5788,0,0,0,0,0,,0
1,58,0,0,54146,11390,0,0,0,0,0,,0
1,59,0,0,56029,9507,0,0,0,0,0,,0
1,60,0,0,56889,8647,0,0,0,0,0,,0
1,61,0,0,51571,13965,0,0,0,0,0,,0
1,62,0,0,59180,6356,0,0,0,0,0,,0
1,63,0,0,57164,8372,0,0,0,0,0,,0
1,64,0,0,50392,15144,0,0,0,0,0,,0
1,65,0,0,58147,7389,0,0,0,0,0,,0
1,66,0,0,52547,12989,0,0,0,0,0,,0
1,67,0,0,50536,15000,0,0,0,0,0,,0
1,68,0,0,56063,9473,0,0,0,0,0,,0
1,69,0,0,58072,7464,0,0,0,0,0,,0
1,70,0,0,56134,9402,0,0,0,0,0,,0
1,71,0,0,53990,11546,0,0,0,0,0,,0
1,72,0,0,43984,21552,0,0,0,0,0,,0
1,73,0,0,62282,3254,0,0,0,0,0,,0
1,74,0,0,59003,6533,0,0,0,0,0,,0
1,75,0,0,55288,10248,0,0,0,0,0,,0
1,76,0,0,56598,8938,0,0,0,0,0,,0
1,77,0,0,59470,6066,0,0,0,0,0,,0
1,78,0,0,59005,6531,0,0,0,0,0,,0
1,79,0,0,59984,5552,0,0,0,0,0,,0
1,80,0,0,64175,1361,0,0,0,0,0,,0
1,81,2,0,58138,7398,0,0,0,2,2,0;2,0
1,82,0,0,59508,6028,0,0,0,0,0,,0
1,83,0,0,54570,10966,0,0,0,0,0,,0
1,84,0,0,46571,18965,0,0,0,0,0,,0
1,85,0,0,52513,13023,0,0,0,0,0,,0
1,86,7,0,44432,21104,0,0,0,2,2,1;4,0
1,87,0,0,56447,9089,0,0,0,0,0,,0
1,88,0,0,52952,12584,0,0,0,0,0,,0
1,89,0,0,57714,7822,0,0,0,0,0,,0
1,90,0,0,45327,20209,0,0,0,0,0,,0
1,91,0,0,55924,9612,0,0,0,0,0,,0
1,92,0,0,52961,12575,0,0,0,0,0,,0
1,93,0,0,58279,7257,0,0,0,0,0,,0
1,94,0,0,56729,8807,0,0,0,0,0,,0
1,95,0,0,50334,15202,0,0,0,0,0,,0
1,96,0,0,59598,5938,0,0,0,0,0,,0
1,97,0,0,51858,13678,0,0,0,0,0,,0
1,98,0,0,55860,9676,0,0,0,0,0,,0
1,99,0,0,59315,6221,0,0,0,0,0,,0
1,100,0,0,55837,9699,0,0,0,0,0,,0
1,101,0,0,52924,12612,0,0,0,0,0,,0
1,102,0,0,53961,11575,0,0,0,0,0,,0
1,103,0,0,53084,12452,0,0,0,0,0,,0
1,104,0,0,56067,9469,0,0,0,0,0,,0
1,105,0,0,52634,12902,0,0,0,0,0,,0
1,106,0,0,44878,20658,0,0,0,0,0,,0
1,107,0,0,53411,12125,0,0,0,0,0,,0
1,108,0,0,54857,10679,0,0,0,0,0,,0
1,109,0,0,53764,11772,0,0,0,0,0,,0
1,110,0,0,51591,13945,0,0,0,0,0,,0
1,111,0,0,54987,10549,0,0,0,0,0,,0
1,112,0,0,37515,28021,0,0,0,0,0,,0
1,113,0,0,47390,18146,0,0,0,0,0,,0
1,114,0,0,48168,17368,0,0,0,0,0,,0
1,115,0,0,45352,20184,0,0,0,0,0,,0
1,116,0,0,40385,25151,0,0,0,0,0,,0
1,117,0,0,42401,23135,0,0,0,0,0,,0
1,118,0,0,46721,18815,0,0,0,0,0,,0
1,119,13,0,40014,25522,0,0,0,6,2,0;1,0
1,120,0,0,39863,25673,0,0,0,0,0,,0
1,121,0,0,44627,20909,0,0,0,0,0,,0
1,122,13,0,43241,22295,0,0,0,2,2,0;2,0
1,123,0,0,53204,12332,0,0,0,0,0,,0
1,124,0,0,49717,15819,0,0,0,0,0,,0
1,125,0,0,48513,17023,0,0,0,0,0,,0
1,126,0,0,55760,9776,0,0,0,0,0,,0
1,127,0,0,52849,12687,0,0,0,0,0,,0
1,128,0,0,48647,16889,0,0,0,0,0,,0
1,129,1,0,48597,16939,0,0,0,2,2,1;2,0
1,130,0,0,57161,8375,0,0,0,0,0,,0
1,131,0,0,47002,18534,0,0,0,0,0,,0
1,132,0,0,51244,14292,0,0,0,0,0,,0
1,133,0,0,64491,1045,0,0,0,0,0,,0
1,134,0,0,61149,4387,0,0,0,0,0,,0
1,135,0,0,53019,12517,0,0,0,0,0,,0
1,136,0,0,56059,9477,0,0,0,0,0,,0
1,137,0,0,54316,11220,0,0,0,0,0,,0
1,138,0,0,49647,15889,0,0,0,0,0,,0
1,139,0,0,49798,15738,0,0,0,0,0,,0
1,140,0,0,62093,3443,0,0,0,0,0,,0
1,141,0,0,59883,5653,0,0,0,0,0,,0
1,142,0,0,52093,13443,0,0,0,0,0,,0
1,143,0,0,48577,16959,0,0,0,0,0,,0
1,144,0,0,55538,9998,0,0,0,0,0,,0
1,145,0,0,60783,4753,0,0,0,0,0,,0
1,146,0,0,58075,7461,0,0,0,0,0,,0
1,147,0,0,55754,9782,0,0,0,0,0,,0
1,148,0,0,59049,6487,0,0,0,0,0,,0
1,149,0,0,48109,17427,0,0,0,0,0,,0
1,150,0,0,49636,15900,0,0,0,0,0,,0
1,151,0,0,51036,14500,0,0,0,0,0,,0
1,152,0,0,51095,14441,0,0,0,0,0,,0
1,153,0,0,52832,12704,0,0,0,0,0,,0
1,154,0,0,56054,9482,0,0,0,0,0,,0
1,155,0,0,57430,8106,0,0,0,0,0,,0
1,156,0,0,58051,7485,0,0,0,0,0,,0
1,157,0,0,56080,9456,0,0,0,0,0,,0
1,158,0,0,63271,2265,0,0,0,0,0,,0
1,159,0,0,59755,5781,0,0,0,0,0,,0
1,160,0,0,58280,7256,0,0,0,0,0,,0
1,161,0,0,51759,13777,0,0,0,0,0,,0
1,162,0,0,53401,12135,0,0,0,0,0,,0
1,163,0,0,57291,8245,0,0,0,0,0,,0
1,164,0,0,63786,1750,0,0,0,0,0,,0
1,165,0,0,57759,7777,0,0,0,0,0,,0
1,166,0,0,53027,12509,0,0,0,0,0,,0
1,167,0,0,52460,13076,0,0,0,0,0,,0
1,168,0,0,56563,8973,0,0,0,0,0,,0
1,169,0,0,54922,10614,0,0,0,0,0,,0
1,170,0,0,52881,12655,0,0,0,0,0,,0
1,171,0,0,55220,10316,0,0,0,0,0,,0
1,172,0,0,61281,4255,0,0,0,0,0,,0
1,173,0,0,61777,3759,0,0,0,0,0,,0
1,174,0,0,63484,2052,0,0,0,0,0,,0
1,175,0,0,51254,14282,0,0,0,0,0,,0
1,176,0,0,51896,13640,0,0,0,0,0,,0
1,177,0,0,52672,12864,0,0,0,0,0,,0
1,178,0,0,50511,15025,0,0,0,0,0,,0
1,179,0,0,43240,22296,0,0,0,0,0,,0
1,180,0,0,63002,2534,0,0,0,0,0,,0
1,181,0,0,62098,3438,0,0,0,0,0,,0
1,182,0,0,61767,3769,0,0,0,0,0,,0
1,183,0,0,60176,5360,0,0,0,0,0,,0
1,184,0,0,52270,13266,0,0,0,0,0,,0
1,185,2,0,49592,15944,0,0,0,2,2,1;2,0
1,186,0,0,45137,20399,0,0,0,0,0,,0
1,187,0,0,48049,17487,0,0,0,0,0,,0
1,188,0,0,51148,14388,0,0,0,0,0,,0
1,189,0,0,48888,16648,0,0,0,0,0,,0
1,190,0,0,56009,9527,0,0,0,0,0,,0
1,191,0,0,58488,7048,0,0,0,0,0,,0
1,192,0,0,45259,20277,0,0,0,0,0,,0
1,193,0,0,53793,11743,0,0,0,0,0,,0
1,194,0,0,63607,1929,0,0,0,0,0,,0
1,195,0,0,59984,5552,0,0,0,0,0,,0
1,196,0,0,58472,7064,0,0,0,0,0,,0
1,197,0,0,48534,17002,0,0,0,0,0,,0
1,198,0,0,58637,6899,0,0,0,0,0,,0
1,199,0,0,60389,5147,0,0,0,0,0,,0
1,200,0,0,54625,10911,0,0,0,0,0,,0
1,201,0,0,42552,22984,0,0,0,0,0,,0
1,202,0,0,55828,9708,0,0,0,0,0,,0
1,203,0,0,61065,4471,0,0,0,0,0,,0
1,204,0,0,46077,19459,0,0,0,0,0,,0
1,205,0,0,50263,15273,0,0,0,0,0,,0
1,206,0,0,50926,14610,0,0,0,0,0,,0
1,207,0,0,48927,16609,0,0,0,0,0,,0
1,208,0,0,49568,15968,0,0,0,0,0,,0
1,209,0,0,49017,16519,0,0,0,0,0,,0
1,210,0,0,51477,14059,0,0,0,0,0,,0
1,211,0,0,59168,6368,0,0,0,0,0,,0
1,212,0,0,44192,21344,0,0,0,0,0,,0
1,213,0,0,50182,15354,0,0,0,0,0,,0
1,214,0,0,52229,13307,0,0,0,0,0,,0
1,215,0,0,52388,13148,0,0,0,0,0,,0
1,216,0,0,58019,7517,0,0,0,0,0,,0
1,217,0,0,52934,12602,0,0,0,0,0,,0
1,218,0,0,57636,7900,0,0,0,0,0,,0
1,219,0,0,54780,10756,0,0,0,0,0,,0
1,220,0,0,49960,15576,0,0,0,0,0,,0
1,221,0,0,51341,14195,0,0,0,0,0,,0
1,222,0,0,48514,17022,0,0,0,0,0,,0
1,223,0,0,48974,16562,0,0,0,0,0,,0
1,224,0,0,49945,15591,0,0,0,0,0,,0
1,225,0,0,54772,10764,0,0,0,0,0,,0
1,226,0,0,59559,5977,0,0,0,0,0,,0
1,227,0,0,47475,18061,0,0,0,0,0,,0
1,228,5,0,50925,14611,0,0,0,2,2,1;2,0
1,229,0,0,52726,12810,0,0,0,0,0,,0
1,230,0,0,50341,15195,0,0,0,0,0,,0
1,231,0,0,56661,8875,0,0,0,0,0,,0
1,232,9,0,50283,15253,0,0,0,4,2,1;4,0
1,233,0,0,48115,17421,0,0,0,0,0,,0
1,234,0,0,63721,1815,0,0,0,0,0,,0
1,235,0,0,57881,7655,0,0,0,0,0,,0
1,236,0,0,64083,1453,0,0,0,0,0,,0
1,237,0,0,63120,2416,0,0,0,0,0,,0
1,238,0,0,54514,11022,0,0,0,0,0,,0
1,239,0,0,63598,1938,0,0,0,0,0,,0
1,240,0,0,52218,13318,0,0,0,0,0,,0
1,241,0,0,56643,8893,0,0,0,0,0,,0
1,242,0,0,54578,10958,0,0,0,0,0,,0
1,243,0,0,55194,10342,0,0,0,0,0,,0
1,244,0,0,59768,5768,0,0,0,0,0,,0
1,245,0,0,55437,10099,0,0,0,0,0,,0
1,246,1,0,57495,8041,0,0,0,2,2,1;4,0
1,247,0,0,48891,16645,0,0,0,0,0,,0
1,248,22,0,46215,19321,0,0,0,4,2,1;4,0
1,249,0,0,44976,20560,0,0,0,0,0,,0
1,250,0,0,46714,18822,0,0,0,0,0,,0
1,251,0,0,49997,15539,0,0,0,0,0,,0
1,252,0,0,43347,22189,0,0,0,0,0,,0
1,253,0,0,47016,18520,0,0,0,0,0,,0
1,254,0,0,48373,17163,0,0,0,0,0,,0
1,255,0,0,47837,17699,0,0,0,0,0,,0
1,256,0,0,62912,2624,0,0,0,0,0,,0
1,257,0,0,59292,6244,0,0,0,0,0,,0
1,258,0,0,55422,10114,0,0,0,0,0,,0
1,259,0,0,55289,10247,0,0,0,0,0,,0
1,260,0,0,54812,10724,0,0,0,0,0,,0
1,261,5,0,41708,23828,0,0,0,2,2,0;1,0
1,262,0,0,43370,22166,0,0,0,0,0,,0
1,263,0,0,50572,14964,0,0,0,0,0,,0
1,264,0,0,53585,11951,0,0,0,0,0,,0
1,265,0,0,45708,19828,0,0,0,0,0,,0
1,266,0,0,41856,23680,0,0,0,0,0,,0
1,267,0,0,50946,14590,0,0,0,0,0,,0
1,268,0,0,41796,23740,0,0,0,0,0,,0
1,269,0,0,49393,16143,0,0,0,0,0,,0
1,270,0,0,48041,17495,0,0,0,0,0,,0
1,271,16,0,46782,18754,0,0,0,4,2,1;2,0
1,272,0,0,44135,21401,0,0,0,0,0,,0
1,273,0,0,42415,23121,0,0,0,0,0,,0
1,274,0,0,45561,19975,0,0,0,0,0,,0
1,275,0,0,56548,8988,0,0,0,0,0,,0
1,276,0,0,49658,15878,0,0,0,0,0,,0
1,277,0,0,45903,19633,0,0,0,0,0,,0
1,278,0,0,42576,22960,0,0,0,0,0,,0
1,279,0,0,60115,5421,0,0,0,0,0,,0
1,280,0,0,54934,10602,0,0,0,0,0,,0
1,281,0,0,50153,15383,0,0,0,0,0,,0
1,282,1,0,54861,10675,0,0,0,2,2,1;2,0
1,283,0,0,55195,10341,0,0,0,0,0,,0
1,284,0,0,55921,9615,0,0,0,0,0,,0
1,285,0,0,47869,17667,0,0,0,0,0,,0
1,286,0,0,52951,12585,0,0,0,0,0,,0
1,287,0,0,54256,11280,0,0,0,0,0,,0
1,288,0,0,53601,11935,0,0,0,0,0,,0
1,289,0,0,52403,13133,0,0,0,0,0,,0
1,290,0,0,48328,17208,0,0,0,0,0,,0
1,291,0,0,51495,14041,0,0,0,0,0,,0
1,292,0,0,56179,9357,0,0,0,0,0,,0
1,293,0,0,60069,5467,0,0,0,0,0,,0
1,294,0,0,58484,7052,0,0,0,0,0,,0
1,295,0,0,50370,15166,0,0,0,0,0,,0
1,296,0,0,42088,23448,0,0,0,0,0,,0
1,297,0,0,56074,9462,0,0,0,0,0,,0
1,298,0,0,54665,10871,0,0,0,0,0,,0
1,299,0,0,57512,8024,0,0,0,0,0,,0
1,300,0,0,57946,7590,0,0,0,0,0,,0
1,301,0,0,53046,12490,0,0,0,0,0,,0
1,302,0,0,53991,11545,0,0,0,0,0,,0
1,303,0,0,57618,7918,0,0,0,0,0,,0
1,304,0,0,58580,6956,0,0,0,0,0,,0
1,305,0,0,59377,6159,0,0,0,0,0,,0
1,306,0,0,59108,6428,0,0,0,0,0,,0
1,307,0,0,56231,9305,0,0,0,0,0,,0
1,308,0,0,52531,13005,0,0,0,0,0,,0
1,309,0,0,50490,15046,0,0,0,0,0,,0
1,310,0,0,60930,4606,0,0,0,0,0,,0
1,311,0,0,54161,11375,0,0,0,0,0,,0
1,312,0,0,56151,9385,0,0,0,0,0,,0
1,313,0,0,58359,7177,0,0,0,0,0,,0
1,314,0,0,59440,6096,0,0,0,0,0,,0
1,315,0,0,54471,11065,0,0,0,0,0,,0
1,316,0,0,44494,21042,0,0,0,0,0,,0
1,317,0,0,53540,11996,0,0,0,0,0,,0
1,318,0,0,50026,15510,0,0,0,0,0,,0
1,319,0,0,52628,12908,0,0,0,0,0,,0
1,320,0,0,44401,21135,0,0,0,0,0,,0
1,321,0,0,54148,11388,0,0,0,0,0,,0
1,322,0,0,48410,17126,0,0,0,0,0,,0
1,323,0,0,59261,6275,0,0,0,0,0,,0
1,324,0,0,48205,17331,0,0,0,0,0,,0
1,325,0,0,52590,12946,0,0,0,0,0,,0
1,326,2,0,50525,15011,0,0,0,2,2,0;1,0
1,327,0,0,45501,20035,0,0,0,0,0,,0
1,328,0,0,49093,16443,0,0,0,0,0,,0
1,329,0,0,40545,24991,0,0,0,0,0,,0
1,330,0,0,41926,23610,0,0,0,0,0,,0
1,331,2,0,46938,18598,0,0,0,2,2,0;2,0
1,332,0,0,44215,21321,0,0,0,0,0,,0
1,333,12,0,47384,18152,0,0,0,2,2,0;2,0
1,334,0,0,45112,20424,0,0,0,0,0,,0
1,335,0,0,48639,16897,0,0,0,0,0,,0
1,336,0,0,49013,16523,0,0,0,0,0,,0
1,337,0,0,61063,4473,0,0,0,0,0,,0
1,338,0,0,64339,1197,0,0,0,0,0,,0
1,339,0,0,58989,6547,0,0,0,0,0,,0
1,340,0,0,59616,5920,0,0,0,0,0,,0
1,341,0,0,59358,6178,0,0,0,0,0,,0
1,342,0,0,57746,7790,0,0,0,0,0,,0
1,343,0,0,53109,12427,0,0,0,0,0,,0
1,344,0,0,59857,5679,0,0,0,0,0,,0
1,345,0,0,52648,12888,0,0,0,0,0,,0
1,346,0,0,60300,5236,0,0,0,0,0,,0
1,347,0,0,58089,7447,0,0,0,0,0,,0
1,348,0,0,58334,7202,0,0,0,0,0,,0
1,349,0,0,60832,4704,0,0,0,0,0,,0
1,350,0,0,41985,23551,0,0,0,0,0,,0
1,351,0,0,48301,17235,0,0,0,0,0,,0
1,352,0,0,40468,25068,0,0,0,0,0,,0
1,353,0,0,42777,22759,0,0,0,0,0,,0
1,354,0,0,42765,22771,0,0,0,0,0,,0
1,355,0,0,44490,21046,0,0,0,0,0,,0
1,356,0,0,58695,6841,0,0,0,0,0,,0
1,357,0,0,62559,2977,0,0,0,0,0,,0
1,358,0,0,51557,13979,0,0,0,0,0,,0
1,359,0,0,63965,1571,0,0,0,0,0,,0
1,360,0,0,55448,10088,0,0,0,0,0,,0
1,361,0,0,54402,11134,0,0,0,0,0,,0
1,362,0,0,54884,10652,0,0,0,0,0,,0
1,363,0,0,45862,19674,0,0,0,0,0,,0
1,364,0,0,54015,11521,0,0,0,0,0,,0
1,365,0,0,58937,6599,0,0,0,0,0,,0
1,366,0,0,55215,10321,0,0,0,0,0,,0
1,367,0,0,46936,18600,0,0,0,0,0,,0
1,368,0,0,43945,21591,0,0,0,0,0,,0
1,369,0,0,38884,26652,0,0,0,0,0,,0
1,370,0,0,50680,14856,0,0,0,0,0,,0
1,371,0,0,48108,17428,0,0,0,0,0,,0
1,372,0,0,56574,8962,0,0,0,0,0,,0
1,373,0,0,49978,15558,0,0,0,0,0,,0
1,374,0,0,44639,20897,0,0,0,0,0,,0
1,375,0,0,53487,12049,0,0,0,0,0,,0
1,376,0,0,51968,13568,0,0,0,0,0,,0
1,377,0,0,46327,19209,0,0,0,0,0,,0
1,378,0,0,53633,11903,0,0,0,0,0,,0
1,379,0,0,53547,11989,0,0,0,0,0,,0
1,380,0,0,53591,11945,0,0,0,0,0,,0
1,381,0,0,52740,12796,0,0,0,0,0,,0
1,382,0,0,52551,12985,0,0,0,0,0,,0
1,383,0,0,53717,11819,0,0,0,0,0,,0
1,384,0,0,48887,16649,0,0,0,0,0,,0
1,385,0,0,48024,17512,0,0,0,0,0,,0
1,386,17,0,47088,18448,0,0,0,4,2,1;2,0
1,387,0,0,54796,10740,0,0,0,0,0,,0
1,388,0,0,35939,29597,0,0,0,0,0,,0
1,389,0,0,53474,12062,0,0,0,0,0,,0
1,390,0,0,41212,24324,0,0,0,0,0,,0
1,391,0,0,52198,13338,0,0,0,0,0,,0
1,392,0,0,56650,8886,0,0,0,0,0,,0
1,393,0,0,57688,7848,0,0,0,0,0,,0
1,394,0,0,55726,9810,0,0,0,0,0,,0
1,395,0,0,53778,11758,0,0,0,0,0,,0
1,396,0,0,61174,4362,0,0,0,0,0,,0
1,397,0,0,52242,13294,0,0,0,0,0,,0
1,398,0,0,52111,13425,0,0,0,0,0,,0
1,399,0,0,52982,12554,0,0,0,0,0,,0
1,400,0,0,42643,22893,0,0,0,0,0,,0
1,401,0,0,52551,12985,0,0,0,0,0,,0
1,402,0,0,60352,5184,0,0,0,0,0,,0
1,403,0,0,56452,9084,0,0,0,0,0,,0
1,404,0,0,59774,5762,0,0,0,0,0,,0
1,405,0,0,58787,6749,0,0,0,0,0,,0
1,406,0,0,57028,8508,0,0,0,0,0,,0
1,407,0,0,62893,2643,0,0,0,0,0,,0
1,408,0,0,59099,6437,0,0,0,0,0,,0
1,409,0,0,60098,5438,0,0,0,0,0,,0
1,410,0,0,54827,10709,0,0,0,0,0,,0
1,411,0,0,56612,8924,0,0,0,0,0,,0
1,412,0,0,63176,2360,0,0,0,0,0,,0
1,413,0,0,59188,6348,0,0,0,0,0,,0
1,414,0,0,45960,19576,0,0,0,0,0,,0
1,415,0,0,55707,9829,0,0,0,0,0,,0
1,416,0,0,51356,14180,0,0,0,0,0,,0
1,417,0,0,57434,8102,0,0,0,0,0,,0
1,418,0,0,64661,875,0,0,0,0,0,,0
1,419,0,0,60473,5063,0,0,0,0,0,,0
1,420,0,0,53970,11566,0,0,0,0,0,,0
1,421,0,0,52065,13471,0,0,0,0,0,,0
1,422,0,0,55413,10123,0,0,0,0,0,,0
1,423,0,0,59439,6097,0,0,0,0,0,,0
1,424,0,0,50233,15303,0,0,0,0,0,,0
1,425,0,0,47024,18512,0,0,0,0,0,,0
1,426,0,0,53600,11936,0,0,0,0,0,,0
1,427,0,0,47709,17827,0,0,0,0,0,,0
1,428,0,0,50296,15240,0,0,0,0,0,,0
1,429,0,0,51602,13934,0,0,0,0,0,,0
1,430,0,0,49294,16242,0,0,0,0,0,,0
1,431,0,0,53986,11550,0,0,0,0,0,,0
1,432,0,0,47891,17645,0,0,0,0,0,,0
1,433,0,0,54416,11120,0,0,0,0,0,,0
1,434,0,0,50645,14891,0,0,0,0,0,,0
1,435,0,0,50548,14988,0,0,0,0,0,,0
1,436,0,0,58291,7245,0,0,0,0,0,,0
1,437,0,0,47278,18258,0,0,0,0,0,,0
1,438,0,0,50533,15003,0,0,0,0,0,,0
1,439,0,0,52532,13004,0,0,0,0,0,,0
1,440,0,0,56056,9480,0,0,0,0,0,,0
1,441,0,0,57623,7913,0,0,0,0,0,,0
1,442,0,0,53106,12430,0,0,0,0,0,,0
1,443,0,0,59083,6453,0,0,0,0,0,,0
1,444,0,0,54169,11367,0,0,0,0,0,,0
1,445,0,0,60727,4809,0,0,0,0,0,,0
1,446,0,0,52602,12934,0,0,0,0,0,,0
1,447,0,0,56669,8867,0,0,0,0,0,,0
1,448,0,0,57847,7689,0,0,0,0,0,,0
1,449,0,0,52256,13280,0,0,0,0,0,,0
1,450,0,0,47734,17802,0,0,0,0,0,,0
1,451,0,0,57008,8528,0,0,0,0,0,,0
1,452,0,0,48844,16692,0,0,0,0,0,,0
1,453,0,0,53841,11695,0,0,0,0,0,,0
1,454,0,0,51843,13693,0,0,0,0,0,,0
1,455,0,0,51410,14126,0,0,0,0,0,,0
1,456,0,0,58849,6687,0,0,0,0,0,,0
1,457,0,0,60447,5089,0,0,0,0,0,,0
1,458,0,0,55762,9774,0,0,0,0,0,,0
1,459,0,0,45736,19800,0,0,0,0,0,,0
1,460,0,0,60937,4599,0,0,0,0,0,,0
1,461,0,0,58165,7371,0,0,0,0,0,,0
1,462,0,0,61188,4348,0,0,0,0,0,,0
1,463,0,0,56306,9230,0,0,0,0,0,,0
1,464,0,0,58560,6976,0,0,0,0,0,,0
1,465,0,0,62804,2732,0,0,0,0,0,,0
1,466,0,0,63810,1726,0,0,0,0,0,,0
1,467,4,0,53215,12321,0,0,0,2,2,0;1,0
1,468,0,0,63923,1613,0,0,0,0,0,,0
1,469,0,0,61515,4021,0,0,0,0,0,,0
1,470,0,0,50418,15118,0,0,0,0,0,,0
1,471,0,0,58943,6593,0,0,0,0,0,,0
1,472,0,0,63493,2043,0,0,0,0,0,,0
1,473,0,0,50591,14945,0,0,0,0,0,,0
1,474,0,0,56070,9466,0,0,0,0,0,,0
1,475,0,0,57998,7538,0,0,0,0,0,,0
1,476,0,0,61158,4378,0,0,0,0,0,,0
1,477,0,0,54608,10928,0,0,0,0,0,,0
1,478,0,0,55027,10509,0,0,0,0,0,,0
1,479,0,0,53966,11570,0,0,0,0,0,,0
1,480,0,0,53241,12295,0,0,0,0,0,,0
1,481,0,0,58721,6815,0,0,0,0,0,,0
1,482,0,0,57495,8041,0,0,0,0,0,,0
1,483,0,0,54437,11099,0,0,0,0,0,,0
1,484,0,0,57874,7662,0,0,0,0,0,,0
1,485,0,0,56739,8797,0,0,0,0,0,,0
1,486,0,0,56493,9043,0,0,0,0,0,,0
1,487,0,0,55306,10230,0,0,0,0,0,,0
1,488,0,0,55327,10209,0,0,0,0,0,,0
1,489,0,0,53544,11992,0,0,0,0,0,,0
1,490,0,0,51817,13719,0,0,0,0,0,,0
1,491,0,0,49746,15790,0,0,0,0,0,,0
1,492,0,0,56737,8799,0,0,0,0,0,,0
1,493,0,0,60855,4681,0,0,0,0,0,,0
1,494,0,0,58929,6607,0,0,0,0,0,,0
1,495,0,0,57705,7831,0,0,0,0,0,,0
1,496,0,0,57967,7569,0,0,0,0,0,,0
1,497,0,0,49729,15807,0,0,0,0,0,,0
1,498,0,0,57600,7936,0,0,0,0,0,,0
1,499,0,0,52627,12909,0,0,0,0,0,,0
1,500,0,0,49761,15775,0,0,0,0,0,,0
1,501,0,0,59669,5867,0,0,0,0,0,,0
1,502,0,0,53057,12479,0,0,0,0,0,,0
1,503,0,0,61030,4506,0,0,0,0,0,,0
1,504,0,0,59050,6486,0,0,0,0,0,,0
1,505,0,0,56395,9141,0,0,0,0,0,,0
1,506,0,0,57933,7603,0,0,0,0,0,,0
